"wordform","sum_freq","norm_freq","log_freq","sqrt_freq","bcLambda_0.0","bcLambda_0.1","bcLambda_0.2","bcLambda_0.3","bcLambda_0.4","bcLambda_0.5","bcLambda_0.6","bcLambda_0.7","bcLambda_0.8","bcLambda_0.9","bcLambda_1.0","Moby_pron","Rep_P","Rep_O","sem_1","sem_2","sem_3","sem_4","sem_5","sem_6","sem_7","sem_8","sem_9","sem_10","sem_11","sem_12","sem_13","sem_14","sem_15","sem_16","sem_17","sem_18","sem_19","sem_20","sem_21","sem_22","sem_23","sem_24","sem_25","sem_26","sem_27","sem_28","sem_29","sem_30","sem_31","sem_32","sem_33","sem_34","sem_35","sem_36","sem_37","sem_38","sem_39","sem_40","sem_41","sem_42","sem_43","sem_44","sem_45","sem_46","sem_47","sem_48","sem_49","sem_50","sem_1_ori","sem_2_ori","sem_3_ori","sem_4_ori","sem_5_ori","sem_6_ori","sem_7_ori","sem_8_ori","sem_9_ori","sem_10_ori","sem_11_ori","sem_12_ori","sem_13_ori","sem_14_ori","sem_15_ori","sem_16_ori","sem_17_ori","sem_18_ori","sem_19_ori","sem_20_ori","sem_21_ori","sem_22_ori","sem_23_ori","sem_24_ori","sem_25_ori","sem_26_ori","sem_27_ori","sem_28_ori","sem_29_ori","sem_30_ori","sem_31_ori","sem_32_ori","sem_33_ori","sem_34_ori","sem_35_ori","sem_36_ori","sem_37_ori","sem_38_ori","sem_39_ori","sem_40_ori","sem_41_ori","sem_42_ori","sem_43_ori","sem_44_ori","sem_45_ori","sem_46_ori","sem_47_ori","sem_48_ori","sem_49_ori","sem_50_ori"
"ghosts",3586,7.968888889,0.200702902,59.88321969,8.184792654,12.67049634,20.69757021,35.50511143,63.5365115,117.7664394,224.5970521,438.2437836,870.9141701,1756.435078,3585,"g/oU/sts","_/_/g/o/s/t/s/","_/g/h/o/s/t/s/_/",1,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,1,1,1,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,1,1,1,1,1,0,0,0,0.8468,0.10922,-0.31649,-0.36841,0.67465,-0.4181,-0.13186,0.027102,-0.79089,0.21619,-0.70753,0.89625,-0.079626,0.1962,0.97085,0.12492,0.23953,-0.0018032,-0.60367,0.1557,-0.11061,0.61947,0.87831,0.50729,0.28481,0.12291,-1.6689,-0.34839,0.885,-0.74307,0.31999,0.40685,-0.061636,-0.65822,-0.13814,0.51811,-0.69869,-1.576,-0.25019,-0.73758,-0.76071,-0.50956,0.11934,0.46003,0.47504,0.79945,0.32975,-1.1123,-0.26279,-0.75058
"ghoul",170,0.377777778,0.05,13.03840481,5.135798437,6.712633605,8.9656061,12.22680385,17.00381538,24.07680962,34.65101373,50.59692165,74.82976284,111.9105068,169,"g/u/l","_/_/g/u/l/_/_/","_/g/h/o/u/l/_/_/",0,1,1,0,1,0,1,0,1,0,0,0,0,1,0,1,1,1,0,1,0,1,1,1,0,0,0,1,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,1,0,0,0,1,1,-0.19745,0.54381,0.29957,-0.18853,0.8313,-0.85726,0.38503,-0.05659,0.11585,0.10992,-0.16634,-0.18229,0.1134,1.3664,-0.37526,0.38085,0.10041,0.47348,0.29091,1.2246,-0.72487,0.36132,0.77323,0.65169,-0.60628,0.12236,-0.84379,0.53461,0.60345,0.62998,-0.67622,-0.33877,-0.29749,0.20257,0.30479,1.0365,-0.028156,-0.28895,0.29602,0.27786,0.070194,0.19603,-0.63114,0.1982,0.48454,-0.44896,-0.064684,-0.30239,0.79633,0.12111
"gibe",36,0.08,0.05,6,3.583518938,4.309690811,5.238362555,6.433853505,7.982406782,10,12.64302414,16.12290724,20.72617039,26.84197364,35,"/dZ/aI/b","_/_/J/Y/b/_/_/","_/_/g/i/b/e/_/_/",1,1,1,1,0,0,1,1,0,1,0,1,1,0,0,1,1,1,0,1,0,0,1,0,1,0,0,1,1,0,1,0,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,0,0,0.81599,0.61659,0.20214,0.48401,-1.3154,-0.34358,1.3629,0.96216,-0.49885,0.2215,-0.53594,0.56877,0.84762,-0.73907,-0.87009,0.44205,0.051793,0.81037,0.052455,1.0136,-0.57895,-1.3717,-0.065231,-0.55914,0.72928,-0.71114,-0.76867,0.25315,0.21457,-0.45263,-0.68858,-0.25574,0.45989,0.75005,-0.01696,0.40546,-0.61275,0.077198,-0.40632,0.51395,0.22502,0.27322,-0.37801,0.4951,-0.3614,-0.27438,0.93383,0.2181,-1.0764,-0.42088
"gift",21174,47.05333333,0.354270075,145.512886,9.960529293,17.07573725,31.65477737,62.83034139,131.8572704,289.0257721,654.9781113,1522.497841,3609.125222,8688.095189,21173,"g/I/ft","_/_/g/I/f/t/_/","_/_/g/i/f/t/_/_/",1,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,1,1,0,0,1,1,0,1,0,1,0,0,1,1,0.17855,1.1987,-0.6781,-0.40016,1.7476,-0.0026952,-0.79366,-0.44604,0.72601,0.79867,-0.70403,0.51477,1.0513,-0.42752,1.0461,-0.23697,-0.33398,-0.25983,0.31385,-0.41297,1.0643,-0.26659,-0.79586,-0.36744,-0.046964,-1.2038,-1.0899,-0.15543,0.55313,-0.95285,1.8057,0.79899,-0.35469,0.5426,-0.0030853,0.47892,0.39598,0.56305,-0.083708,-0.56936,0.70636,0.12717,-0.53622,0.52631,-0.1727,0.021843,-0.54786,-0.11662,0.0065973,0.15102
"gig",2093,4.651111111,0.15844371,45.74931693,7.646353722,11.48210935,18.0740511,29.71195258,50.7411834,89.49863387,162.1319715,300.1777362,565.6747219,1081.443455,2092,"g/I/g","_/_/g/I/g/_/_/","_/_/g/i/g/_/_/_/",0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,0,1,0,0,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.16518,0.5764,-0.8199,-0.3947,-0.60961,-0.5343,-0.96998,1.1054,-0.12661,0.61571,-0.2813,-0.1184,-0.029424,0.72171,0.41691,-0.17334,0.18233,0.78501,-0.84397,0.31911,1.0252,0.49665,-0.18331,0.86124,-0.032763,-0.18306,-0.50148,0.31851,0.38001,-0.40873,1.2251,0.66218,0.020057,0.42629,0.17649,0.42396,0.9286,-0.16078,-0.14657,-0.93714,0.001927,-0.60572,-1.3375,-0.26803,-0.15441,-0.71219,0.16003,-0.43036,-0.36615,1.0323
"gild",40,0.088888889,0.05,6.32455532,3.688879454,4.461255496,5.456395526,6.747507151,8.433620739,10.64911064,13.57683506,17.46630056,22.65881249,29.62235076,39,"g/I/ld","_/_/g/I/l/d/_/","_/_/g/i/l/d/_/_/",0,1,0,0,1,0,0,0,0,1,1,1,1,0,0,1,1,0,1,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,1,0,-0.32347,0.37131,-0.30263,-0.42887,0.061486,-0.46713,0.19981,-0.1346,-0.021535,0.31238,0.52009,1.2019,1.0749,-0.16683,-0.30796,0.84615,0.35791,-0.10935,0.67469,-0.062531,0.2643,-0.36017,-0.38135,-0.69953,0.57366,0.083783,-0.34662,0.096611,-0.023273,-0.84885,-1.3406,0.29419,-0.60352,-0.075566,-0.073753,0.29022,-0.68708,-0.51859,0.34744,-0.49012,0.020566,-0.31429,-0.056317,-0.4514,0.46801,-0.77457,0.81949,-0.044025,0.57977,-0.6465
"gilt",548,1.217777778,0.072870721,23.40939982,6.306275287,8.787892036,12.64924436,18.7728065,28.64958264,44.81879964,71.63554608,116.6166336,192.8092997,322.9746819,547,"g/I/lt","_/_/g/I/l/t/_/","_/_/g/i/l/t/_/_/",0,1,0,0,1,1,0,0,0,1,0,1,0,1,1,1,1,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,1,0,0,1,0,1,1,1,0,1,1,1,0,-0.48773,1.2037,-0.14677,-0.3655,1.262,0.16015,-0.029435,-1.0727,-0.76521,0.35097,-0.05836,0.62732,-0.50112,0.94187,0.21495,0.64996,0.08904,-0.72704,-0.58491,-0.49798,0.951,-0.76268,-0.59894,-1.0778,-0.7394,0.45841,0.19027,1.033,0.029758,0.63805,-0.027881,-0.86498,0.56205,1.737,0.69078,-0.47676,-0.017507,0.71877,-0.49762,-0.64662,0.16206,-1.1182,0.69061,0.64144,0.3202,-0.67382,0.84685,0.31064,0.1851,-1.3071
"gimp",73,0.162222222,0.05,8.544003745,4.290459441,5.357915934,6.793279091,8.741345924,11.40814317,15.08800749,20.20301521,27.36052021,37.4372893,51.70276771,72,"g/I/mp","_/_/g/I/m/p/_/","_/_/g/i/m/p/_/_/",0,0,1,1,0,0,1,0,0,1,0,1,1,0,1,1,0,1,1,1,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,0,1,0,-0.19284,-0.38126,0.011701,0.39708,-0.74032,-0.44152,0.72395,-1.0962,-1.0197,1.3174,-0.036845,0.57049,0.77137,-0.95802,0.11642,0.055596,-0.39083,0.64878,0.99053,0.28412,0.050841,-0.4007,-0.78567,-0.61415,-0.055996,0.6292,-0.25243,-0.1967,0.19985,-0.24088,-0.24771,-0.30768,-0.68063,0.62028,-0.67544,0.86921,0.025482,-0.45449,-0.088334,-0.53446,0.90443,0.037466,-0.90265,0.44504,0.25698,-0.73358,0.26359,-0.37278,0.39291,-0.26682
"gin",2084,4.631111111,0.158119348,45.65084884,7.642044403,11.47285401,18.05417297,29.66925937,50.64948914,89.30169768,161.7090021,299.2693044,563.7236391,1077.25302,2083,"g/I/n","_/_/J/I/n/_/_/","_/_/g/i/n/_/_/_/",0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,1,0,1,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,0,0,1,0,-0.82353,-0.23578,-1.0595,0.56814,-0.46565,0.12671,0.28499,-0.17857,-0.38765,1.6945,-0.15118,0.81174,-0.18195,-1.2135,0.12473,0.4666,-0.17273,0.75269,0.11198,-1.0923,0.32815,-0.19168,0.5141,0.3329,-0.56766,0.10291,-0.3211,0.64234,0.84221,-0.093663,0.19126,0.050347,-0.22436,1.4056,1.5403,0.086513,0.082269,-0.018596,0.75065,0.3139,-0.1917,0.49235,-1.2955,0.28654,0.63653,1.0373,-0.604,-1.0126,0.96108,-0.77858
"ginned",47,0.104444444,0.05,6.8556546,3.850147602,4.696360134,5.799150059,7.247213227,9.162164199,11.7113092,15.12552816,19.72435508,25.95121476,34.42300873,46,"/dZ/I/nd","_/_/J/I/n/d/_/","_/_/g/i/n/n/e/d/",0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0,0,0,1,1,0,0,1,1,0,1,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,-1.1703,-2.2394,-0.090648,-0.54145,0.26387,-0.73554,0.72295,-1.6439,0.63056,0.15418,-0.57314,-0.33745,-0.16238,-0.76283,0.30227,0.40868,0.2746,0.21856,0.87205,-0.38444,-0.0087332,0.25732,1.2299,-0.94166,-0.10792,0.35372,0.47066,0.93944,-0.044476,-0.67428,-0.54571,0.0079598,0.13537,1.0129,-0.37511,0.53593,-1.0338,0.63479,-0.66665,-0.44009,-0.39902,0.75628,-0.53787,0.45148,-0.17444,-0.71197,0.84516,-0.67983,-0.99895,-0.86049
"gird",79,0.175555556,0.05,8.888194417,4.369447852,5.479706039,6.981064952,9.0308909,11.85459174,15.77638883,21.26443947,28.99715275,39.9608608,55.59395652,78,"g/@/rd","_/_/g/^/r/d/_/","_/_/g/i/r/d/_/_/",1,0,1,0,0,1,1,1,0,0,0,1,0,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,1,1,1,0,0,0,0.56229,-1.2125,0.11291,-0.70242,-0.57229,0.014965,0.85275,0.82651,-0.49237,-0.43399,-0.81979,0.52215,0.078077,-0.0025464,-0.96073,-0.085239,0.23387,0.15011,0.57602,-0.13107,0.47489,-0.66435,0.50035,0.20607,-0.44716,0.13711,-0.26445,-0.71886,0.37504,-0.35945,-0.95456,1.1805,-0.64207,0.17079,-0.33554,0.55583,-0.92976,-0.14209,-0.29157,-0.77646,0.14106,-0.66451,-0.10457,0.2554,0.55044,0.31377,0.26393,-0.20033,-0.14112,-0.22172
"girl",74702,166.0044444,0.468237506,273.3166662,11.22126214,20.71377673,42.16680406,93.24471261,219.9707405,544.6333323,1397.431177,3681.849611,9897.396078,27023.31605,74701,"g/@/rl","_/_/g/^/r/l/_/","_/_/g/i/r/l/_/_/",0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,0,0,1,0,1,0,1,1,1,1,0,0,1,1,0,1,0,0,1,1,1,0,0,1,0,0,1,1,0,1,0,1,0,1,1,-0.34471,0.69563,-0.78086,-0.58482,1.2263,1.2544,-0.76466,0.40575,0.18862,0.098834,0.32557,-0.31816,0.23869,0.33554,1.0592,-0.25266,-1.0308,0.70027,0.030457,0.53866,-0.30279,1.7515,0.3128,1.2103,0.41335,-1.9421,-0.93756,0.32453,0.52249,-0.86708,2.1258,-0.20377,-0.19061,0.37736,0.66205,0.50211,-0.12544,-0.83069,0.21155,-1.3091,-0.44973,-0.11648,0.033598,-0.68382,0.99419,-0.88262,0.56601,-1.327,0.37319,0.022389
"girth",516,1.146666667,0.069889178,22.71563338,6.246106765,8.67518747,12.43813135,18.37735814,27.90884251,43.43126677,69.03645199,111.7480568,183.6895405,305.891608,515,"g/@/r/T/","_/_/g/^/r/T/_/","_/_/g/i/r/t/h/_/",1,1,1,0,1,1,1,0,1,0,0,0,0,0,1,1,1,1,0,0,0,0,1,0,1,0,0,1,1,1,1,1,1,1,0,1,0,1,1,0,1,1,0,1,0,0,1,0,0,0,0.064892,1.2336,0.6078,-0.85812,0.76391,0.8492,1.4084,-0.67792,0.7883,-0.049836,-0.21742,-0.029801,0.068102,-0.66419,-0.12033,0.1709,0.10997,0.1301,-0.0057223,-0.28318,-0.51466,-0.65139,0.062824,-0.95667,0.39355,0.3677,-0.22567,0.69674,0.4827,0.57103,0.17426,0.62887,0.94049,0.5434,-0.20712,0.59206,-0.25833,0.61605,0.10592,-0.42841,0.26979,-0.05522,-0.52568,0.64416,-0.4795,-0.89827,1.0136,-0.14107,-0.23956,-0.31229
"gist",567,1.26,0.074596104,23.8117618,6.340359304,8.852037974,12.76996679,19.00000591,29.07717197,45.6235236,73.15003961,119.466919,198.1735579,333.0702654,566,"/dZ/I/st","_/_/J/I/s/t/_/","_/_/g/i/s/t/_/_/",1,0,0,1,1,1,1,0,1,0,0,1,0,0,1,1,0,0,1,1,0,1,1,0,1,0,0,0,1,0,1,0,0,0,1,0,0,1,1,1,1,1,0,1,0,1,1,1,0,1,0.31567,-0.46607,-0.43412,0.027299,0.56125,0.27167,0.39787,0.02101,0.10801,-0.54402,0.044529,0.41594,0.27804,-0.49052,-0.11793,0.43635,-0.71308,-0.6939,0.5386,0.34067,-0.26608,-0.035201,0.46984,-0.46574,0.82821,-0.17751,-1.0261,-0.062855,0.25819,-0.63863,-0.66834,-0.46961,-0.17792,0.18142,0.069625,-0.36117,-0.24765,0.68159,0.41032,0.52671,0.69082,0.21592,-0.17899,0.12975,-0.042138,0.25842,0.9469,0.77954,-0.70846,0.6295
"git",500,1.111111111,0.068361159,22.36067977,6.214608098,8.616455666,12.32862108,18.17316707,27.52811085,42.72135955,67.71276728,109.2799277,179.0874882,297.3106538,499,"g/I/t","_/_/g/I/t/_/_/","_/_/g/i/t/_/_/_/",0,0,1,0,0,0,1,0,1,1,0,1,1,1,1,1,1,1,1,1,0,0,1,1,1,0,0,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,1,0,0,1,0,1,1,-0.75773,-0.72207,0.28529,-0.67623,-0.92994,-1.3226,0.36647,-0.7613,0.23473,1.4739,-0.029887,0.72613,0.522,0.57317,0.34693,0.53175,1.1415,0.52439,1.5678,0.58873,-0.37512,-0.78203,0.1952,0.72672,0.34235,0.060505,-0.34332,0.58142,0.20131,-1.0732,0.0084559,-0.37948,-0.49214,0.90752,-1.077,0.1487,0.11452,-0.33715,1.2237,-0.012244,-0.17245,-0.15058,-0.53185,1.0074,-0.47407,-0.40648,0.45017,-0.30614,0.28675,0.15719
"give",167750,372.7777778,0.541943999,409.5729483,12.03023005,23.3016884,50.45012252,119.7721801,304.9716088,817.1458967,2271.578451,6487.391476,18906.50804,55968.69037,167749,"g/I/v","_/_/g/I/v/_/_/","_/_/g/i/v/e/_/_/",1,1,1,0,1,0,0,1,0,1,0,1,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,0,0,1,0,1,1,1,0,1,1,1,1,0,1,0,1,0,1,0.30577,0.30053,0.22806,-0.14625,0.74309,-0.14415,-0.43512,0.59286,-0.1743,0.47471,-0.13492,0.33909,0.093609,-0.11892,0.31555,0.3845,0.54051,-0.69359,0.24688,-0.93476,-0.041963,0.25972,-0.004559,-0.1688,0.088309,-1.7161,-0.16327,-0.40159,0.13859,-0.93499,3.366,1.1006,-0.96759,-0.092375,0.19996,-0.17415,0.1836,0.20687,0.10418,-0.7353,0.33549,0.11443,-0.016682,0.23897,-0.036168,0.25008,-0.19502,0.70866,-0.039504,0.18456
"glad",17920,39.82222222,0.339349761,133.8656042,9.793672687,16.6277089,30.45174407,59.59991474,123.1826157,265.7312085,592.4223903,1354.505469,3157.97398,7476.479689,17919,"gl/&/d","_/g/l/@/d/_/_/","_/g/l/a/d/_/_/_/",1,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,1,1,0,1,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,-0.049712,-0.26653,-0.20426,-0.36605,0.74033,-0.9297,-0.39716,0.93877,-0.35901,0.060641,-0.15705,0.40281,-0.68232,-0.2177,0.91216,0.42521,0.43335,0.30793,0.59221,-0.39727,-0.51952,0.79381,0.52592,0.058425,1.3621,-1.2471,-0.6159,0.48158,0.68242,-1.1488,1.2637,0.91603,-0.33208,0.26206,-0.30648,-0.51035,0.39492,0.66588,0.10188,-0.39422,-0.34186,-0.47241,-0.13016,0.11317,-0.0037597,0.11631,-0.65888,0.019488,-0.13611,0.76115
"glade",252,0.56,0.05,15.87450787,5.529429088,7.383613363,10.10950068,14.17718119,20.32970107,29.74901573,44.32605118,67.10168211,102.9890502,159.9601197,251,"gl/eI/d","_/g/l/e/d/_/_/","_/g/l/a/d/e/_/_/",1,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,1,1,0,1,1,1,1,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,1,0,1,0,1,1,0.41317,0.59785,-1.3159,0.5797,-0.84704,-0.59067,-0.44323,-0.3332,-0.00098151,0.36467,-0.19021,-0.3778,0.66389,-0.87843,-0.61623,-0.32952,-0.17892,0.56688,0.10098,0.19143,-0.85126,-0.014265,-0.049656,0.085803,-0.29305,0.78452,0.29066,0.96859,0.61681,-0.87584,-0.093688,-0.30396,-0.62945,0.12652,0.03541,-0.49091,-0.37542,0.013411,0.64358,0.53978,-0.47695,-0.86139,-0.14329,0.083383,0.36157,-0.54123,0.33723,-0.98242,0.41128,0.36814
"glam",423,0.94,0.060628004,20.5669638,6.047372179,8.307710518,11.75861322,17.1207893,25.58511171,39.1339276,61.08900325,97.04965471,156.5046999,255.6113226,422,"gl/&/m","_/g/l/@/m/_/_/","_/g/l/a/m/_/_/_/",0,1,0,0,0,1,0,0,0,1,1,0,0,1,1,1,1,1,0,0,1,1,0,1,0,0,0,1,1,0,1,0,1,1,0,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,-1.3669,-0.16315,-0.60145,-0.32176,-1.117,0.20155,0.30801,-0.13782,-1.1696,1.6739,0.63246,-0.70257,-0.024275,1.0301,0.38849,0.71295,0.81791,0.27098,0.21837,-0.016415,-0.0050936,0.42046,-0.63995,0.69091,-1.2439,-0.077657,-1.6451,0.61967,0.063661,-0.040539,0.16856,-0.92858,0.31374,0.45421,-0.32705,0.28648,0.22091,-1.1493,-0.11137,-0.64946,0.015035,0.51296,-0.14159,-0.23342,0.33162,-0.8434,0.038297,-1.0178,-0.9767,-0.43265
"glance",9451,21.00222222,0.282802565,97.21625379,9.153875835,14.97743148,26.19360418,48.60907407,94.80409415,192.4325076,403.0353863,865.00724,1892.367348,4203.128672,9450,"gl/&/ns","_/g/l/@/n/s/_/","_/g/l/a/n/c/e/_/",0,1,0,1,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,0,1,1,1,1,0,0,1,1,0,1,1,1,0,0,0,0,1,0,0,1,1,1,1,1,1,1,1,1,0,-0.83379,0.42241,-0.30774,0.5022,-0.16915,-1.1785,-0.15478,0.49315,0.082407,-0.3778,-0.52681,-0.36455,-0.62386,0.97089,0.95062,0.099447,-0.48046,-0.93985,-0.51761,-0.6579,-0.44608,-0.06841,0.12535,0.97952,0.65198,-0.74552,-1.0177,1.0149,0.51015,-0.22229,0.64931,0.82661,0.23917,-0.33596,-0.44906,0.044659,-0.48785,0.24833,-0.70209,-1.2205,0.20263,0.026735,0.71881,0.38906,0.010215,0.82439,1.3367,0.76475,0.86282,-0.55042
"gland",1384,3.075555556,0.128541301,37.20215048,7.232733136,10.61169033,16.24208891,25.85569058,42.62263414,72.40430095,126.1332009,224.3575395,405.9604224,744.9595668,1383,"gl/&/nd","_/g/l/@/n/d/_/","_/g/l/a/n/d/_/_/",1,1,0,1,1,1,1,0,1,1,1,0,1,1,1,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,1,0,0,0,1.9793,0.50013,-1.0922,0.15785,0.20025,0.48244,1.2084,0.13079,1.1927,1.2455,1.8735,-0.31087,0.78072,0.26321,0.53062,0.2659,-0.65518,0.042795,0.44412,0.79299,-1.0117,-1.7032,1.156,-0.5062,-1.1871,-0.017365,0.029178,1.8193,-0.048274,-0.87857,0.59944,0.40176,0.28829,-0.70059,-1.1784,0.43626,0.26151,1.5047,1.2475,0.42164,-0.15975,-0.5574,-0.82781,0.17899,0.09102,-1.2378,0.3576,-0.84832,-0.32732,-0.31129
"glare",3342,7.426666667,0.194997662,57.81003373,8.114324709,12.51130357,20.33793942,34.69266974,61.7011174,113.6200675,215.2298698,417.0820379,823.1066951,1648.430561,3341,"gl/@/r","_/g/l/E/r/_/_/","_/g/l/a/r/e/_/_/",0,1,1,0,0,0,1,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,1,0,0,0,0,1,1,1,1,1,0,0,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,0,-0.25209,0.45982,0.62548,-0.15775,-1.1137,-0.63817,1.0168,-0.068235,0.058989,0.89783,-0.21536,0.017858,0.062499,0.6479,-0.21845,0.63312,-0.57412,0.09017,-0.63356,-1.2504,0.080806,0.78424,0.22083,-1.0918,0.015463,-0.63035,-0.14932,1.3784,0.9526,0.44666,0.19794,1.2464,0.031227,-1.6903,-1.0391,0.8559,-0.080408,-0.45832,-0.30146,-0.84981,0.18364,0.96693,-0.38305,0.54657,0.18678,-0.63888,0.3054,-0.64912,0.3035,-0.1641
"glass",43748,97.21777778,0.419672633,209.1602257,10.68620118,19.11359394,37.38006759,78.92240525,177.1070129,416.3204513,1013.234313,2531.207,6450.485817,16695.17482,43747,"gl/&/s","_/g/l/@/s/_/_/","_/g/l/a/s/s/_/_/",1,1,0,1,1,1,0,0,0,0,0,1,0,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,1,0,1,0,1,0,0,1,1,1,1,0,1,1,1,0,1,1,0,0,0,0,0.013121,0.71226,-0.22566,0.12239,0.72298,0.55787,-0.0064484,-0.7054,-0.32206,0.12796,-0.077531,0.055125,0.038379,0.95295,0.043992,0.45025,-0.11435,-0.0012781,-0.32919,-1.8721,1.0702,-0.11634,-0.62644,-0.61095,-0.41408,-0.55053,-0.70974,1.4821,0.53134,-0.53206,2.1137,-1.0961,0.48239,-0.16375,-0.6249,0.72829,0.51436,0.84971,1.0365,0.074664,1.0125,0.47441,0.42126,-0.049965,0.53149,1.2321,-0.27239,-1.4639,-0.33859,-0.97446
"glaze",2105,4.677777778,0.158874412,45.88027899,7.652070746,11.49439423,18.10044916,29.76867741,50.86307516,89.76055798,162.6948007,301.3871578,568.273558,1087.0279,2104,"gl/eI/z","_/g/l/e/z/_/_/","_/g/l/a/z/e/_/_/",0,1,0,1,1,1,1,1,0,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,0,0,1,1,1,0,1,1,0,1,1,1,0,1,1,1,0,0,0,-0.66721,0.015489,-1.2975,0.34479,-0.017903,-0.063511,0.609,0.57905,-0.58611,0.29405,0.34443,0.41202,1.2648,0.28573,-0.33927,0.42012,-0.21027,-0.59395,0.20026,-1.3183,-0.14708,-0.32199,1.3416,-0.64617,-0.25688,0.56645,-0.42342,1.3485,0.93497,-0.64584,0.60373,-0.46192,-0.63305,0.4859,0.11525,0.40979,-0.15172,1.0162,1.307,-0.3777,0.90257,0.36076,0.0095493,-0.62927,0.48283,1.2385,0.73689,-0.35584,-0.27358,-0.56507
"glazed",1512,3.36,0.134713539,38.88444419,7.321188557,10.79482065,16.6212283,26.64063766,44.24775132,75.76888838,133.0991739,238.7798415,435.8204508,806.7823677,1511,"gl/eI/zd","_/g/l/e/z/d/_/","_/g/l/a/z/e/d/_/",1,1,0,1,1,0,0,0,0,0,0,1,1,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,1,0,1,0,1,1,1,1,1,1,1,0,1,0,1,1,1,1,0,0,0,0,0.32742,-0.25734,-0.89079,0.088728,0.46136,-0.22606,0.022219,-0.035725,-0.75831,-0.17705,-0.12576,0.12029,0.97247,0.9116,-0.59404,0.5334,-0.79533,0.014192,0.33865,-1.082,-0.53273,-0.80508,0.07623,-0.55807,-0.33358,0.73082,-0.59334,1.7638,0.4718,-1.1444,0.82908,-0.69289,0.87443,1.2065,0.14659,0.6883,0.55698,0.9425,0.69473,-0.37856,0.43961,-0.33314,0.05339,0.32201,1.1961,1.4429,0.16686,-0.30745,-0.62995,-0.7905
"gleam",1164,2.586666667,0.116850615,34.11744422,7.059617628,10.25794082,15.51920831,24.3784605,39.60379096,66.23488844,113.524861,198.5894128,353.2958426,637.321662,1163,"gl/i/m","_/g/l/i/m/_/_/","_/g/l/e/a/m/_/_/",1,1,0,0,1,0,1,0,0,1,0,1,0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,1,1,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,1,1,1,0,1,0,0.35777,0.43978,-0.1355,-0.55328,0.14421,-0.27274,0.85062,-0.0032584,-0.10402,1.0111,-0.10091,0.27443,0.28923,0.62674,-0.77097,0.62682,-0.43575,0.21241,-0.30519,-0.43803,-0.40282,0.53972,-0.16832,-0.92551,0.031281,-0.15989,-1.0202,1.264,0.24169,-0.41743,-0.79157,0.75146,0.8226,-0.31399,0.044734,0.13936,-0.01327,0.058277,0.25276,-1.2151,-0.20015,-0.11424,-0.055637,0.7114,0.33989,0.18451,0.39377,-0.79505,0.19574,-0.65342
